# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0046970	NAD-dependent histone deacetylase activity (H4-K16 specific)	61	7.306890e-3	1.000000e+0	4.999829e-1	1.363570e+2	7.333689e-3	1	7.333689e-6	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	SIRT2
GO Molecular Function	GO:0033867	Fas-activated serine/threonine kinase activity	62	7.567054e-3	1.000000e+0	5.094336e-1	1.316517e+2	7.595801e-3	1	7.595801e-6	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	FASTK
GO Molecular Function	GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	63	7.665697e-3	1.000000e+0	5.078828e-1	1.299511e+2	7.695199e-3	1	7.695199e-6	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	NAGS
GO Molecular Function	GO:0005198	structural molecule activity	64	8.183024e-3	1.000000e+0	5.336866e-1	1.357033e+0	4.937243e+1	67	4.937243e-2	6.700000e-2	44	2.569781e-3	1.000000e+0	2.437788e-1	1.413778e+0	4.739074e+1	67	704	5.300633e-2	9.517045e-2	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ACTR2,ACTR3,CDC42SE1,CLTC,COPA,COPB2,DLG1,IPPK,ISCU,LAMB2,MAP4,MAP7D1,MMS19,MPZ,MRPL1,MRPL11,MRPL19,MRPL2,MRPL20,MRPL21,MRPL22,MRPL3,MRPL35,MRPL36,MRPL37,MRPL46,MRPL47,MRPL51,MRPL52,MRPL9,MRPS11,MRPS12,MRPS14,MRPS15,MRPS18A,MRPS18B,MRPS18C,MRPS22,MRPS24,MRPS30,MRPS34,MRPS35,MRPS6,MRPS9,NDC80,NDUFA7,NPHP1,NUP188,NUP205,RACK1,RPL11,RPL12,RPL13A,RPL14,RPL18,RPL23A,RPL35A,RPL5,RPL7L1,RPL8,RPS11,RPS18,RPS27,RPS28,SMTN,TUBGCP3,UBA52
GO Molecular Function	GO:0003877	ATP adenylyltransferase activity	65	8.259706e-3	1.000000e+0	5.304002e-1	1.205695e+2	8.293972e-3	1	8.293972e-6	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	KARS
GO Molecular Function	GO:0004824	lysine-tRNA ligase activity	65	8.259706e-3	1.000000e+0	5.304002e-1	1.205695e+2	8.293972e-3	1	8.293972e-6	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	KARS
GO Molecular Function	GO:0050733	RS domain binding	67	8.263620e-3	1.000000e+0	5.148112e-1	1.487280e+1	1.344737e-1	2	1.344737e-4	2.000000e-3	132	3.949532e-2	1.000000e+0	1.000000e+0	5.942089e+0	3.365820e-1	2	5	1.582278e-3	4.000000e-1	.,.	SON,SRSF1
GO Molecular Function	GO:0009982	pseudouridine synthase activity	68	8.335543e-3	1.000000e+0	5.116552e-1	7.355781e+0	4.078425e-1	3	4.078425e-4	3.000000e-3	155	5.236244e-2	1.000000e+0	1.000000e+0	3.428128e+0	8.751132e-1	3	13	2.373418e-3	2.307692e-1	.,.,.	RPUSD4,TRUB1,TRUB2
GO Molecular Function	GO:0033919	glucan 1,3-alpha-glucosidase activity	69	8.516921e-3	1.000000e+0	5.152120e-1	1.169131e+2	8.553361e-3	1	8.553361e-6	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	GANAB
GO Molecular Function	GO:0060703	deoxyribonuclease inhibitor activity	70	9.084111e-3	1.000000e+0	5.416726e-1	1.095821e+2	9.125582e-3	1	9.125582e-6	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	DFFA
GO Molecular Function	GO:0008276	protein methyltransferase activity	71	9.856110e-3	1.000000e+0	5.794282e-1	1.907538e+0	8.912013e+0	17	8.912013e-3	1.700000e-2	24	2.328198e-4	9.717898e-1	4.049124e-2	2.700949e+0	5.923843e+0	16	88	1.265823e-2	1.818182e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ASH2L,CAMKMT,CARM1,CXXC1,DOT1L,FAM98A,KMT2E,KMT5B,NSD2,NTMT1,PRMT5,SETD3,SETDB2,VCPKMT,WDR77,WDR82
GO Molecular Function	GO:0004578	chitobiosyldiphosphodolichol beta-mannosyltransferase activity	72	1.015687e-2	1.000000e+0	5.888163e-1	9.795517e+1	1.020875e-2	1	1.020875e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	ALG1
GO Molecular Function	GO:0036004	GAF domain binding	73	1.020674e-2	1.000000e+0	5.836018e-1	9.747414e+1	1.025913e-2	1	1.025913e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	AIP
GO Molecular Function	GO:0008026	ATP-dependent helicase activity	74	1.055935e-2	1.000000e+0	5.956044e-1	2.043692e+0	6.850347e+0	14	6.850347e-3	1.400000e-2	122	2.942319e-2	1.000000e+0	1.000000e+0	1.837759e+0	6.529691e+0	12	97	9.493671e-3	1.237113e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.	CHD2,DDX17,DDX23,DDX47,DDX5,DDX54,DHX29,DHX30,DQX1,HELQ,IGHMBP2,SKIV2L2
GO Molecular Function	GO:0034739	histone deacetylase activity (H4-K16 specific)	75	1.078407e-2	1.000000e+0	6.001694e-1	9.222892e+1	1.084259e-2	1	1.084259e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	SIRT2
GO Molecular Function	GO:0008785	alkyl hydroperoxide reductase activity	76	1.080731e-2	1.000000e+0	5.935488e-1	9.202956e+1	1.086607e-2	1	1.086607e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	PRDX3
GO Molecular Function	GO:0019135	deoxyhypusine monooxygenase activity	77	1.098441e-2	1.000000e+0	5.954406e-1	9.053767e+1	1.104513e-2	1	1.104513e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	DOHH
GO Molecular Function	GO:0004298	threonine-type endopeptidase activity	78	1.117051e-2	1.000000e+0	5.977655e-1	4.695843e+0	8.518173e-1	4	8.518173e-4	4.000000e-3	276	7.400111e-2	1.000000e+0	1.000000e+0	2.475870e+0	1.615594e+0	4	24	3.164557e-3	1.666667e-1	.,.,.,.	PSMB4,PSMB5,PSMB6,PSMB7
GO Molecular Function	GO:0004092	carnitine O-acetyltransferase activity	79	1.140785e-2	1.000000e+0	6.027388e-1	8.715845e+1	1.147336e-2	1	1.147336e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	CRAT
GO Molecular Function	GO:0097177	mitochondrial ribosome binding	80	1.175743e-2	1.000000e+0	6.134439e-1	1.235706e+1	1.618507e-1	2	1.618507e-4	2.000000e-3	77	1.297572e-2	1.000000e+0	7.033851e-1	9.903481e+0	2.019492e-1	2	3	1.582278e-3	6.666667e-1	.,.	MRPS27,OXA1L
GO Molecular Function	GO:0008080	N-acetyltransferase activity	81	1.213863e-2	1.000000e+0	6.255141e-1	2.007822e+0	6.972730e+0	14	6.972730e-3	1.400000e-2	53	3.515754e-3	1.000000e+0	2.768822e-1	2.326721e+0	5.587261e+0	13	83	1.028481e-2	1.566265e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.	ELP4,EPC1,ESCO2,HCFC1,KAT6A,KAT6B,KAT7,NAA15,NAA60,NAGS,SRCAP,SUPT7L,TAF5
GO Molecular Function	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	82	1.222987e-2	1.000000e+0	6.225302e-1	3.208557e+0	1.869999e+0	6	1.869999e-3	6.000000e-3	169	6.654784e-2	1.000000e+0	1.000000e+0	2.072822e+0	2.894605e+0	6	43	4.746835e-3	1.395349e-1	.,.,.,.,.,.	ENSG00000280778,POLR1A,POLR2M,POLR3D,RPAP1,TWISTNB
GO Molecular Function	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	83	1.235198e-2	1.000000e+0	6.211707e-1	4.556258e+0	8.779135e-1	4	8.779135e-4	4.000000e-3	121	2.925386e-2	1.000000e+0	1.000000e+0	3.301160e+0	1.211695e+0	4	18	3.164557e-3	2.222222e-1	.,.,.,.	ATP5F1,ATP5G2,ATP6V0C,ENSG00000249209
GO Molecular Function	GO:0036002	pre-mRNA binding	84	1.328526e-2	1.000000e+0	6.601509e-1	2.440103e+0	3.688369e+0	9	3.688369e-3	9.000000e-3	48	2.750639e-3	1.000000e+0	2.391910e-1	3.211940e+0	2.490707e+0	8	37	6.329114e-3	2.162162e-1	.,.,.,.,.,.,.,.,.	CELF1,DDX5,HNRNPA1,PRPF8,PTBP1,SRSF2,TRA2B,ZRSR2
GO Molecular Function	GO:0061770	translation elongation factor binding	85	1.329329e-2	1.000000e+0	6.527787e-1	7.472530e+1	1.338235e-2	1	1.338235e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	HSF1
GO Molecular Function	GO:0036455	iron-sulfur transferase activity	86	1.336416e-2	1.000000e+0	6.486280e-1	7.432638e+1	1.345417e-2	1	1.345417e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	ISCU
GO Molecular Function	GO:0070361	mitochondrial light strand promoter anti-sense binding	87	1.353678e-2	1.000000e+0	6.494542e-1	7.337219e+1	1.362914e-2	1	1.362914e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	LONP1
GO Molecular Function	GO:0070362	mitochondrial heavy strand promoter anti-sense binding	87	1.353678e-2	1.000000e+0	6.494542e-1	7.337219e+1	1.362914e-2	1	1.362914e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	LONP1
GO Molecular Function	GO:0034212	peptide N-acetyltransferase activity	89	1.405329e-2	1.000000e+0	6.590835e-1	2.101479e+0	5.710263e+0	12	5.710263e-3	1.200000e-2	55	3.819318e-3	1.000000e+0	2.898515e-1	2.513961e+0	4.375566e+0	11	65	8.702532e-3	1.692308e-1	.,.,.,.,.,.,.,.,.,.,.,.	ELP4,EPC1,HCFC1,KAT6A,KAT6B,KAT7,NAA15,NAA60,SRCAP,SUPT7L,TAF5
GO Molecular Function	GO:0034062	5'-3' RNA polymerase activity	90	1.412488e-2	1.000000e+0	6.550805e-1	3.106168e+0	1.931640e+0	6	1.931640e-3	6.000000e-3	284	7.953864e-2	1.000000e+0	1.000000e+0	1.980696e+0	3.029238e+0	6	45	4.746835e-3	1.333333e-1	.,.,.,.,.,.	ENSG00000280778,POLR1A,POLR2M,POLR3D,RPAP1,TWISTNB
GO Molecular Function	GO:0004402	histone acetyltransferase activity	91	1.440275e-2	1.000000e+0	6.606272e-1	2.177858e+0	5.050834e+0	11	5.050834e-3	1.100000e-2	52	3.341569e-3	1.000000e+0	2.682252e-1	2.700949e+0	3.702402e+0	10	55	7.911392e-3	1.818182e-1	.,.,.,.,.,.,.,.,.,.,.	ELP4,EPC1,HCFC1,KAT6A,KAT6B,KAT7,NAA60,SRCAP,SUPT7L,TAF5
GO Molecular Function	GO:0055131	C3HC4-type RING finger domain binding	92	1.449213e-2	1.000000e+0	6.575016e-1	1.106128e+1	1.808110e-1	2	1.808110e-4	2.000000e-3	158	5.663503e-2	1.000000e+0	1.000000e+0	4.951741e+0	4.038984e-1	2	6	1.582278e-3	3.333333e-1	.,.	HSPA1B,HSPA8
GO Molecular Function	GO:0050560	aspartate-tRNA(Asn) ligase activity	93	1.501823e-2	1.000000e+0	6.740440e-1	6.608498e+1	1.513203e-2	1	1.513203e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	DARS2
GO Molecular Function	GO:0008565	protein transporter activity	94	1.505515e-2	1.000000e+0	6.685127e-1	2.011675e+0	6.462278e+0	13	6.462278e-3	1.300000e-2	74	1.201159e-2	1.000000e+0	6.775186e-1	2.011645e+0	6.462374e+0	13	96	1.028481e-2	1.354167e-1	.,.,.,.,.,.,.,.,.,.,.,.,.	AP1G1,AP2B1,AP3S1,AP4S1,IPO11,IPO8,IPO9,RANBP6,SEC62,TIMM22,TOMM22,TOMM40L,XPO6
GO Molecular Function	GO:0043890	N-acetylgalactosamine-6-sulfatase activity	95	1.520900e-2	1.000000e+0	6.682354e-1	6.524978e+1	1.532572e-2	1	1.532572e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	GALNS
GO Molecular Function	GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	96	1.549189e-2	1.000000e+0	6.735745e-1	6.404909e+1	1.561302e-2	1	1.561302e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	GART
GO Molecular Function	GO:0004644	phosphoribosylglycinamide formyltransferase activity	96	1.549189e-2	1.000000e+0	6.735745e-1	6.404909e+1	1.561302e-2	1	1.561302e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	GART
GO Molecular Function	GO:0004637	phosphoribosylamine-glycine ligase activity	96	1.549189e-2	1.000000e+0	6.735745e-1	6.404909e+1	1.561302e-2	1	1.561302e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	GART
GO Molecular Function	GO:0044183	protein binding involved in protein folding	99	1.575473e-2	1.000000e+0	6.642449e-1	3.475562e+0	1.438616e+0	5	1.438616e-3	5.000000e-3	126	3.202784e-2	1.000000e+0	1.000000e+0	2.750967e+0	1.817543e+0	5	27	3.955696e-3	1.851852e-1	.,.,.,.,.	CALR,DFFA,HSPA1B,MKKS,PFDN1
GO Molecular Function	GO:0051536	iron-sulfur cluster binding	100	1.576686e-2	1.000000e+0	6.581087e-1	2.067020e+0	5.805458e+0	12	5.805458e-3	1.200000e-2	25	2.856525e-4	1.000000e+0	4.769254e-2	3.017467e+0	4.308249e+0	13	64	1.028481e-2	2.031250e-1	.,.,.,.,.,.,.,.,.,.,.,.	ACO2,CDKAL1,CIAPIN1,ENSG00000167807,FDX2,GLRX3,ISCU,NARFL,NDUFS1,NDUFS2,NDUFS7,NFU1,SDHB
GO Molecular Function	GO:0042393	histone binding	101	1.608349e-2	1.000000e+0	6.646781e-1	1.588438e+0	1.636828e+1	26	1.636828e-2	2.600000e-2	85	1.422696e-2	1.000000e+0	6.986274e-1	1.650580e+0	1.332865e+1	22	198	1.740506e-2	1.111111e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	BRD2,CARM1,CBX5,CHD2,DAXX,GRWD1,H2AFX,ING4,IPO9,MTF2,MYSM1,NCAPD2,NPM1,PHF12,PHF8,PTMA,PWWP2A,RSF1,SART3,TAF7,USP15,ZMYND8
GO Molecular Function	GO:0042800	histone methyltransferase activity (H3-K4 specific)	102	1.636778e-2	1.000000e+0	6.697952e-1	4.182979e+0	9.562563e-1	4	9.562563e-4	4.000000e-3	106	2.399984e-2	1.000000e+0	9.450503e-1	3.495346e+0	1.144379e+0	4	17	3.164557e-3	2.352941e-1	.,.,.,.	ASH2L,CXXC1,SETD3,WDR82
GO Molecular Function	GO:0061733	peptide-lysine-N-acetyltransferase activity	103	1.637433e-2	1.000000e+0	6.635578e-1	2.135709e+0	5.150514e+0	11	5.150514e-3	1.100000e-2	56	4.368236e-3	1.000000e+0	3.255896e-1	2.606179e+0	3.837035e+0	10	57	7.911392e-3	1.754386e-1	.,.,.,.,.,.,.,.,.,.,.	ELP4,EPC1,HCFC1,KAT6A,KAT6B,KAT7,NAA60,SRCAP,SUPT7L,TAF5
GO Molecular Function	GO:0030624	U6atac snRNA binding	104	1.694498e-2	1.000000e+0	6.800803e-1	5.851361e+1	1.709004e-2	1	1.709004e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	SART3
GO Molecular Function	GO:0051539	4 iron, 4 sulfur cluster binding	105	1.740952e-2	1.000000e+0	6.920699e-1	2.328432e+0	3.865262e+0	9	3.865262e-3	9.000000e-3	32	1.357079e-3	1.000000e+0	1.770140e-1	3.260902e+0	2.759972e+0	9	41	7.120253e-3	2.195122e-1	.,.,.,.,.,.,.,.,.	ACO2,CDKAL1,ISCU,NARFL,NDUFS1,NDUFS2,NDUFS7,NFU1,SDHB
GO Molecular Function	GO:0047312	L-phenylalanine:pyruvate aminotransferase activity	106	1.763042e-2	1.000000e+0	6.942394e-1	5.621915e+1	1.778753e-2	1	1.778753e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	KYAT1
GO Molecular Function	GO:0047316	glutamine-phenylpyruvate transaminase activity	106	1.763042e-2	1.000000e+0	6.942394e-1	5.621915e+1	1.778753e-2	1	1.778753e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	KYAT1
GO Molecular Function	GO:0047945	L-glutamine:pyruvate aminotransferase activity	106	1.763042e-2	1.000000e+0	6.942394e-1	5.621915e+1	1.778753e-2	1	1.778753e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	KYAT1
GO Molecular Function	GO:1990948	ubiquitin ligase inhibitor activity	109	1.767386e-2	1.000000e+0	6.767953e-1	9.950279e+0	2.009994e-1	2	2.009994e-4	2.000000e-3	132	3.949532e-2	1.000000e+0	1.000000e+0	5.942089e+0	3.365820e-1	2	5	1.582278e-3	4.000000e-1	.,.	RPL11,RPL5
GO Molecular Function	GO:0051537	2 iron, 2 sulfur cluster binding	110	1.773915e-2	1.000000e+0	6.731201e-1	3.369680e+0	1.483820e+0	5	1.483820e-3	5.000000e-3	45	2.689952e-3	1.000000e+0	2.495080e-1	4.051424e+0	1.480961e+0	6	22	4.746835e-3	2.727273e-1	.,.,.,.,.	CIAPIN1,ENSG00000167807,FDX2,ISCU,NDUFS1,SDHB
GO Molecular Function	GO:0042162	telomeric DNA binding	111	1.776555e-2	1.000000e+0	6.680487e-1	2.947636e+0	2.035530e+0	6	2.035530e-3	6.000000e-3	108	2.436511e-2	1.000000e+0	9.416664e-1	2.621510e+0	2.288758e+0	6	34	4.746835e-3	1.764706e-1	.,.,.,.,.,.	HNRNPA1,HNRNPD,NCL,RPA2,SMG5,TERF2IP
GO Molecular Function	GO:0000149	SNARE binding	112	1.796013e-2	1.000000e+0	6.693356e-1	1.718291e+0	1.105750e+1	19	1.105750e-2	1.900000e-2	21	1.434999e-4	5.989686e-1	2.852231e-2	2.475870e+0	8.077968e+0	20	120	1.582278e-2	1.666667e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ABL1,CACNA1A,ENSG00000263620,GOSR1,HECTD3,NAPB,NBAS,RNF40,SCFD1,SEC24C,STX10,STX5,SYT11,SYT13,TMED10,TSNARE1,VAMP2,VPS11,VPS50,VPS52
GO Molecular Function	GO:0036105	peroxisome membrane class-1 targeting sequence binding	113	1.825590e-2	1.000000e+0	6.743374e-1	5.427576e+1	1.842443e-2	1	1.842443e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	PEX19
GO Molecular Function	GO:0030623	U5 snRNA binding	114	1.833477e-2	1.000000e+0	6.713099e-1	5.404013e+1	1.850477e-2	1	1.850477e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	PRPF8
GO Molecular Function	GO:0042799	histone methyltransferase activity (H4-K20 specific)	115	1.861975e-2	1.000000e+0	6.758160e-1	9.676218e+0	2.066923e-1	2	2.066923e-4	2.000000e-3	132	3.949532e-2	1.000000e+0	1.000000e+0	5.942089e+0	3.365820e-1	2	5	1.582278e-3	4.000000e-1	.,.	KMT5B,NSD2
GO Molecular Function	GO:0008135	translation factor activity, RNA binding	116	1.866071e-2	1.000000e+0	6.714638e-1	2.016869e+0	5.949816e+0	12	5.949816e-3	1.200000e-2	75	1.233751e-2	1.000000e+0	6.866236e-1	2.072822e+0	5.789210e+0	12	86	9.493671e-3	1.395349e-1	.,.,.,.,.,.,.,.,.,.,.,.	CPEB4,DHX29,EEF1A1,EEF1B2,EIF2A,EIF2B5,EIF2D,EIF3E,EIF4G2,GATB,HBS1L,MRPL58
GO Molecular Function	GO:0000104	succinate dehydrogenase activity	117	1.914421e-2	1.000000e+0	6.829738e-1	9.533080e+0	2.097958e-1	2	2.097958e-4	2.000000e-3	158	5.663503e-2	1.000000e+0	1.000000e+0	4.951741e+0	4.038984e-1	2	6	1.582278e-3	3.333333e-1	.,.	SDHB,SDHC
GO Molecular Function	GO:0042903	tubulin deacetylase activity	118	1.950434e-2	1.000000e+0	6.899247e-1	5.076950e+1	1.969686e-2	1	1.969686e-5	1.000000e-3	329	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.	SIRT2
GO Molecular Function	GO:0018024	histone-lysine N-methyltransferase activity	119	1.955282e-2	1.000000e+0	6.858275e-1	2.168649e+0	4.611166e+0	10	4.611166e-3	1.000000e-2	54	3.671836e-3	1.000000e+0	2.838193e-1	2.844617e+0	3.163871e+0	9	47	7.120253e-3	1.914894e-1	.,.,.,.,.,.,.,.,.,.	ASH2L,CXXC1,DOT1L,KMT2E,KMT5B,NSD2,SETD3,SETDB2,WDR82
GO Molecular Function	GO:0008649	rRNA methyltransferase activity	120	1.961380e-2	1.000000e+0	6.822333e-1	3.956054e+0	1.011109e+0	4	1.011109e-3	4.000000e-3	142	4.165019e-2	1.000000e+0	1.000000e+0	2.971044e+0	1.346328e+0	4	20	3.164557e-3	2.000000e-1	.,.,.,.	DIMT1,EMG1,METTL16,MRM3
GO Molecular Function	GO:0102005	2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity	121	2.001354e-2	1.000000e+0	6.903844e-1	4.946498e+1	2.021632e-2	1	2.021632e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	COQ5
GO Molecular Function	GO:0043130	ubiquitin binding	122	2.037392e-2	1.000000e+0	6.970553e-1	1.875882e+0	7.463158e+0	14	7.463158e-3	1.400000e-2	72	9.067557e-3	1.000000e+0	5.256664e-1	2.019156e+0	6.933589e+0	14	103	1.107595e-2	1.359223e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.	ABRAXAS2,AUP1,FAF2,MINDY2,NSFL1C,OTUB1,PRPF8,RAD23A,RNF169,SIRT2,UBAP1,UBTD1,UFD1,VPS28
GO Molecular Function	GO:0036435	K48-linked polyubiquitin binding	123	2.051631e-2	1.000000e+0	6.962201e-1	9.184886e+0	2.177490e-1	2	2.177490e-4	2.000000e-3	158	5.663503e-2	1.000000e+0	1.000000e+0	4.951741e+0	4.038984e-1	2	6	1.582278e-3	3.333333e-1	.,.	MINDY2,UFD1
GO Molecular Function	GO:0004004	ATP-dependent RNA helicase activity	124	2.089096e-2	1.000000e+0	7.032167e-1	2.144894e+0	4.662235e+0	10	4.662235e-3	1.000000e-2	62	4.851145e-3	1.000000e+0	3.265916e-1	2.438917e+0	4.510199e+0	11	67	8.702532e-3	1.641791e-1	.,.,.,.,.,.,.,.,.,.	DDX17,DDX23,DDX47,DDX5,DDX54,DHX29,DHX30,DQX1,HELQ,IGHMBP2,SKIV2L2
GO Molecular Function	GO:0003923	GPI-anchor transamidase activity	125	2.097667e-2	1.000000e+0	7.004530e-1	9.075780e+0	2.203667e-1	2	2.203667e-4	2.000000e-3	132	3.949532e-2	1.000000e+0	1.000000e+0	5.942089e+0	3.365820e-1	2	5	1.582278e-3	4.000000e-1	.,.	PIGT,PIGU
GO Molecular Function	GO:0016279	protein-lysine N-methyltransferase activity	126	2.114310e-2	1.000000e+0	7.004071e-1	1.979928e+0	6.060826e+0	12	6.060826e-3	1.200000e-2	39	1.987937e-3	1.000000e+0	2.127602e-1	2.723457e+0	4.038984e+0	11	60	8.702532e-3	1.833333e-1	.,.,.,.,.,.,.,.,.,.,.,.	ASH2L,CAMKMT,CXXC1,DOT1L,KMT2E,KMT5B,NSD2,SETD3,SETDB2,VCPKMT,WDR82
GO Molecular Function	GO:0018478	malonate-semialdehyde dehydrogenase (acetylating) activity	127	2.193719e-2	1.000000e+0	7.209908e-1	4.508334e+1	2.218114e-2	1	2.218114e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	ALDH6A1
GO Molecular Function	GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating) activity	127	2.193719e-2	1.000000e+0	7.209908e-1	4.508334e+1	2.218114e-2	1	2.218114e-5	1.000000e-3	171	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.	ALDH6A1
GO Molecular Function	GO:0016895	exodeoxyribonuclease activity, producing 5'-phosphomonoesters	129	2.197458e-2	1.000000e+0	7.110225e-1	5.095900e+0	5.887086e-1	3	5.887086e-4	3.000000e-3	381	1.320487e-1	1.000000e+0	1.000000e+0	2.345561e+0	1.279012e+0	3	19	2.373418e-3	1.578947e-1	.,.,.	DCLRE1A,EXD2,MGME1
